#sample_id	predicted_ancestry	given_ancestry	EAS_prob	AFR_prob	AMR_prob	SAS_prob	EUR_prob	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10
HG00178	EUR	EUR	0	0	9e-4	0	0.9991	-2.2166	10.5427	4.9945	8.2763	6.4712	5.7553	-3.6314	2.7517	-1.3856	-2.3041
HG03642	SAS	SAS	0	0	0	1	0	2.4666	-10.3867	-21.1107	-3.2096	1.4913	-0.8722	-3.6912	0.4383	1.1447	1.4422
NA20544	EUR	EUR	0	0	0.0327	8e-4	0.9665	1.1741	12.2682	3.8452	9.7373	0.8263	-4.1127	-4.4641	5.207	-1.1617	-1.7078
NA19257	AFR	AFR	0	1	0	0	0	63.1327	-16.9238	0.1952	2.5825	1.815	-2.7699	-3.9799	6.929	-1.9256	-2.194
HG00595	EAS	EAS	1	0	0	0	0	-8.3354	-45.0863	3.4797	6.7497	2.3086	-1.6982	-3.9495	5.4684	-4.4319	-1.6501
HG02570	AFR	AFR	0	0.9999	1e-4	0	0	62.2322	-17.1733	0.2143	0.609	1.9339	-3.3801	-1.6679	5.3364	-5.0165	-2.1556
HG00428	EAS	EAS	1	0	0	0	0	-9.9427	-44.3617	1.7113	7.2985	1.0937	-3.5052	-2.1496	3.8748	-3.0031	1.9006
NA18488	AFR	AFR	0	1	0	0	0	64.0061	-18.0151	0.9579	1.4488	3.7261	-4.1982	-5.8424	5.0721	0.4945	1.2361
NA19107	AFR	AFR	0	0.9993	7e-4	0	0	61.0023	-16.5646	0.1431	2.6426	-3.9105	0.2813	-5.6087	3.7373	-3.6595	-3.8683
HG02513	EAS	EAS	1	0	0	0	0	-7.4954	-43.8463	0.7079	8.4876	9.1054	-3.7236	-1.0174	5.5403	-2.3346	-6.9664
HG04198	SAS	SAS	0	0	0	1	0	0.7355	-6.6789	-20.448	-6.0226	2.4458	-2.7427	-5.6089	6.7043	0.5385	-1.5412
HG02057	EAS	EAS	1	0	0	0	0	-6.5842	-42.695	-0.0465	8.3931	7.908	-3.4481	-2.1574	2.3714	0.6674	0.0362
NA18561	EAS	EAS	1	0	0	0	0	-8.2164	-42.1456	2.2786	6.0197	-4.3055	-0.0962	-5.7618	5.129	1.2026	3.0279
HG01055	AMR	AMR	0	0	0.6697	1e-4	0.3302	7.8654	4.4478	5.2055	3.9192	4.6371	-4.7465	-5.7954	5.6657	0.0215	1.1993
HG01510	EUR	EUR	0	0	0.0053	0	0.9947	1.4006	11.860900000000001	4.2584	9.3728	-0.9279	-10.5696	-4.0002	4.0826	-0.5513	0.654
HG01058	AMR	AMR	0	0	1	0	0	7.6027	1.6051	6.5675	-0.4731	2.8797	-3.233	-2.2504	2.7339	-5.5759	-1.8049
HG01852	EAS	EAS	1	0	0	0	0	-7.0371	-43.0249	0.3387	8.4174	7.336	-3.2305	-5.4383	2.6336	-0.8812	1.9884
HG00256	EUR	EUR	0	0	0.0633	0	0.9367	0.9533	13.8834	4.0666	9.5331	0.9818	-2.2217	-2.3241	3.8134	-3.0903	-1.6513
NA20540	EUR	EUR	0	0	0.1455	0	0.8545	1.7683	14.7456	4.1526	6.437	-2.1773	-8.9033	-6.9661	3.1491	-1.7506	-2.6823
NA19755	AMR	AMR	0	0.0055	0.9945	0	0	-1.1129	-16.2686	16.4189	-22.938	1.3722	-3.3007	0.2215	2.0543	0.1999	-3.1358
HG03009	SAS	SAS	0	0	0	1	0	1.0765	-12.1178	-16.678	-4.1099	-0.8688	-3.3288	-2.6814	5.442	0.2635	-0.9211
HG02385	EAS	EAS	1	0	0	0	0	-6.7298	-43.9066	1.3194	8.1146	9.6936	-2.3333	-4.485	3.2588	1.2108	-3.6295
NA19380	AFR	AFR	0	1	0	0	0	57.9265	-17.265	-1.5183	1.4263	3.6506	-3.0975	-6.0594	1.606	-2.7491	-4.0324
HG01029	EAS	EAS	1	0	0	0	0	-7.2351	-44.5396	1.3791	7.2879	5.1944	-5.3582	-6.9512	3.4147	-1.194	-0.2341
HG03589	SAS	SAS	0	0	0	1	0	-0.5568	-11.0895	-17.1742	-3.3157	3.5434	-2.4578	-1.8621	3.3999	-4.6797	-4.4457
HG00364	EUR	EUR	0	0	1e-4	0	0.9999	-1.9418	8.4677	6.311	8.1782	1.0068	8.1971	-3.4417	5.5158	-3.4745	-3.1232
HG04219	SAS	SAS	0	0	0	1	0	2.2957	-8.4046	-19.1734	-6.12	-0.5058	-3.0435	-0.2228	3.7306	0.1959	-0.2722
HG04075	SAS	SAS	0	0	0	1	0	0.7341	-7.886	-19.2469	-4.0918	5.8572	-2.2074	-0.042	5.2323	-4.1001	-3.8958
NA19725	AMR	AMR	0	0.0015	0.9985	0	0	0.8285	-1.4639	12.7649	-6.0443	0.1623	-5.8777	-5.1122	2.4724	-5.5526	-0.3456
NA19063	EAS	EAS	1	0	0	0	0	-7.8884	-43.5903	1.8919	7.1253	-5.9801	-4.1615	-4.2605	5.1858	0.6436	-2.8281
HG02146	AMR	AMR	0	0.0015	0.9985	0	0	-6.4925	-20.1868	22.8883	-31.2583	2.7225	-1.7323	-5.2089	6.0664	0.225	-1.94
HG02511	AFR	AFR	0	1	0	0	0	59.5853	-16.1932	0.745	1.8819	4.9417	-2.652	-6.03	5.0327	-2.346	-2.0384
HG02811	AFR	AFR	0	1	0	0	0	62.2539	-17.9698	-1.751	2.0296	-1.1792	-1.61	-0.0949	4.6835	-2.0681	0.1424
NA18632	EAS	EAS	1	0	0	0	0	-8.9187	-44.7811	5.1303	7.6169	1.1069	-1.4171	0.9113	3.3273	-2.0012	0.2942
HG03369	AFR	AFR	0	1	0	0	0	62.3582	-16.5082	-1.589	1.5571	-0.8653	-1.4281	-5.8724	7.9268	-0.1773	-4.4915
NA18878	AFR	AFR	0	1	0	0	0	63.0102	-16.5048	0.6928	1.3562	2.4744	-3.1008	-6.2697	5.7725	-1.2867	0.2433
HG02675	AFR	AFR	0	1	0	0	0	62.2486	-16.3678	-0.4871	0.6972	1.1756	-2.7152	-2.9906	7.4804	-1.8568	0.1434
HG00446	EAS	EAS	1	0	0	0	0	-8.7316	-45.1062	2.8865	7.7663	0.8941	-0.8603	-3.387	4.8395	-2.6301	-2.2719
HG02586	AFR	AFR	0	1	0	0	0	60.5783	-17.406	-0.5896	1.7782	3.4283	-4.5553	0.7157	6.7069	-4.4554	-4.8456
HG01351	AMR	AMR	0	0	0.9943	1e-4	0.0056	0.0701	0.8589	10.496	-4.6793	-0.0843	-1.6534	-1.9857	5.0589	-3.827	0.3096
HG00250	EUR	EUR	0	0	0.1422	0	0.8578	-2.2464	12.4809	5.2986	7.6192	1.1073	-1.8077	-4.0621	4.4693	-0.6234	-4.2737
HG01602	EUR	EUR	0	0	0.076	0	0.924	2.9813	11.8551	5.9221	7.9981	4.5613	-5.7446	-2.619	2.5053	-3.9045	0.3946
HG00131	EUR	EUR	0	0	0.0028	0	0.9972	0.6202	12.2934	4.8967	10.6433	3.8328	1.7926	-4.2892	1.2273	1.7805	-6.7982
HG00106	EUR	EUR	0	0	0.2902	0	0.7098	-2.1271	11.2132	4.2172	10.1339	3.0086	-5.752	-4.5408	6.0797	2.9008	1.2741
HG02502	AFR	AFR	0	0.9992	8e-4	0	0	51.9037	-12.7311	1.1105	2.5858	0.3322	-3.751	-7.5166	6.0213	0.1169	-3.5498
NA12413	EUR	EUR	0	0	0.0543	0	0.9457	-1.2667	12.6386	6.7134	9.3173	3.3317	-2.653	-3.4967	4.1439	-1.9906	-4.5691
NA18611	EAS	EAS	1	0	0	0	0	-7.7586	-44.9339	0.8789	6.857	-3.4084	-4.868	-6.3223	2.0358	-3.6326	1.0238
HG03862	SAS	SAS	0	0	0	1	0	1.6239	-6.1979	-18.58	-6.2822	-0.7045	-1.0922	-3.7608	1.9209	-1.53	4.2493
HG01938	AMR	AMR	0	3e-4	0.9997	0	0	-7.912	-24.05	24.1268	-40.3096	6.1215	-2.152	-0.9098	4.0777	-0.4344	0.3728
HG00406	EAS	EAS	1	0	0	0	0	-9.0187	-45.0793	1.431	7.0863	4.2015	-2.7966	-2.865	8.0406	0.8112	0.7762
HG02839	AFR	AFR	0	1	0	0	0	61.5685	-18.2655	-0.3811	1.7676	1.0066	-2.9712	1.1864	6.5186	-4.8278	2.0507
HG03900	SAS	SAS	0	0	0	1	0	0.5568	-5.9909	-19.468	-4.7946	3.5731	-3.3028	-1.1729	0.8899	-2.0784	-3.0279
HG03301	AFR	AFR	0	1	0	0	0	63.7025	-18.4999	-1.7744	0.6341	0.3097	-3.5257	-4.8406	6.7351	-0.6696	-4.1482
NA18549	EAS	EAS	1	0	0	0	0	-7.7376	-44.6413	1.4643	7.4808	-1.0426	-5.0067	-4.1964	3.9207	0.7698	-1.7688
HG04206	SAS	SAS	0	0	0	1	0	3.3549	-6.6404	-18.6895	-3.4278	1.2623	-0.1666	-1.469	2.3831	-1.8822	-1.5321
NA20764	EUR	EUR	0	0	0.0261	0	0.9739	1.3798	12.5162	3.2396	9.5756	3.737	-7.8727	-2.1408	7.0129	-6.2512	-0.5539
HG00622	EAS	EAS	1	0	0	0	0	-8.4038	-47.1195	2.6029	6.8478	1.8454	-0.5188	-4.7342	2.529	-2.815	-1.6597
NA19197	AFR	AFR	0	1	0	0	0	63.3466	-17.1276	0.3793	2.1293	2.8306	-4.9795	-7.8596	4.4849	-0.5641	-3.679
HG00557	EAS	EAS	1	0	0	0	0	-7.8654	-45.321	5.7214	6.8827	-0.0895	-2.3539	-2.9079	2.857	-2.3208	-0.4469
NA21105	SAS	SAS	0	0	0	1	0	-0.7625	-6.5472	-18.6103	-2.9137	-0.7032	-1.8718	-8.279	6.7083	-1.1495	1.2474
HG04216	SAS	SAS	0	0	0	1	0	0.2911	-7.9354	-17.918	-5.2301	2.9258	0.681	0.0305	3.6247	2.766	2.1771
NA19310	AFR	AFR	0	0.9982	0.0018	0	0	60.9606	-17.9545	-1.0008	0.6816	2.73	-3.0146	-5.7634	1.8798	0.9445	-1.1963
HG02274	AMR	AMR	0	0.0275	0.9725	0	0	12.0032	-17.7599	13.6534	-22.7232	3.216	-0.9067	-6.9352	4.2111	2.5133	-1.9014
HG02479	AFR	AFR	0	0.9998	2e-4	0	0	57.542	-13.5865	0.5507	3.479	3.2917	-6.0009	-9.0998	4.5253	-3.4915	1.4274
NA18876	AFR	AFR	0	1	0	0	0	62.7908	-17.8294	0.1004	0.6858	2.7534	-4.1396	-2.6395	7.046	-2.5377	-3.9071
HG03428	AFR	AFR	0	1	0	0	0	62.014	-16.3788	-1.2347	1.2496	4.0665	-2.4579	-0.6804	8.9996	-2.5797	-0.9803
HG00177	EUR	EUR	0	0	0.01	0	0.99	-2.1624	6.8182	7.3327	8.0943	4.4547	4.6019	-7.7768	1.0812	-2.5667	-1.3121
HG03743	SAS	SAS	0	0	0	1	0	1.9549	-11.276	-22.952	-6.9169	1.814	-2.1928	0.838	2.7705	3.1326	-3.242
HG00543	EAS	EAS	1	0	0	0	0	-7.0114	-44.5472	3.2646	7.239	3.5627	-2.3378	-5.9203	4.1021	-3.6121	1.5168
NA21125	SAS	SAS	0	0	0	1	0	1.6976	-4.8186	-18.6196	-4.0815	2.3748	-0.5037	-7.7887	6.8015	-1.4865	-0.724
HG00473	EAS	EAS	1	0	0	0	0	-8.0737	-46.0138	3.9196	8.2517	0.0318	1.4665	-6.0292	3.7558	-2.475	-1.4232
NA19062	EAS	EAS	1	0	0	0	0	-6.8938	-42.4314	2.9906	4.7844	-4.6732	-2.8224	-4.1091	5.2076	4.7519	-0.368
HG03114	AFR	AFR	0	1	0	0	0	63.0361	-17.6931	-0.8018	0.3393	0.8318	-3.5238	-4.6406	3.4373	-0.5806	-0.3099
NA19098	AFR	AFR	0	1	0	0	0	62.6419	-18.3028	0.8616	1.1511	1.6962	-2.0292	-8.0409	4.999	-1.3215	0.2961
HG04140	SAS	SAS	0	0	0	1	0	-0.0537	-14.2999	-15.3088	-2.873	3.6644	-4.9113	-3.4561	2.4909	-1.8974	-3.1322
NA18964	EAS	EAS	1	0	0	0	0	-6.5129	-43.549	3.0294	5.5406	-4.7605	-4.157	-3.1779	5.7112	-0.8124	-1.5194
NA18944	EAS	EAS	1	0	0	0	0	-7.5279	-43.2789	3.3633	5.8895	-9.0645	-3.3949	-5.7398	3.6005	-1.8304	1.2217
HG04214	SAS	SAS	0	0	0	1	0	1.385	-3.7397	-19.1639	-3.7119	-0.1331	-3.7361	-2.3696	-1.1104	-2.7481	1.5722
HG02601	SAS	SAS	0	0	0	1	0	1.818	-4.5782	-15.7454	-2.2527	-0.3837	-3.6995	-6.1185	4.5199	1.5963	-7.122
HG02330	AFR	AFR	0	0.9979	0.0021	0	0	56.7749	-15.2263	-0.2129	2.4441	0.7743	-1.8687	-4.2086	3.9653	-2.7045	-2.4782
HG01757	EUR	EUR	0	0	0.0121	0	0.9879	0.6636	11.0234	3.8058	9.9651	1.0693	-6.241	-1.4104	3.8916	-1.8034	-2.496
NA19391	AFR	AFR	0	0.9999	1e-4	0	0	60.6231	-17.4787	-0.1015	1.0016	0.1488	-4.1393	-6.1211	1.7225	-2.0422	-0.5867
HG01503	EUR	EUR	0	0	0.0026	0	0.9974	0.6568	13.909	4.8144	7.7185	-0.9851	-4.247	-1.2722	10.7957	-1.9857	-3.5498
NA19099	AFR	AFR	0	0.9997	3e-4	0	0	63.5699	-17.8689	-1.7751	0.0877	1.5542	-4.0488	-2.4189	8.4594	-0.7822	-0.1009
HG00366	EUR	EUR	0	0	0	0	1	-1.9907	8.0152	4.4974	6.4715	1.8859	9.2573	-4.0579	4.5427	0.0176	-3.7042
HG01848	EAS	EAS	1	0	0	0	0	-6.7848	-43.6474	0.3462	6.7379	7.3016	-3.8639	1.5823	6.9292	-2.7009	-3.3933
HG00113	EUR	EUR	0	0	0.0018	0	0.9982	-0.9271	12.6799	5.8701	8.9856	1.4833	-1.9212	-3.136	5.8001	0.6717	0.6128
HG03370	AFR	AFR	0	0.9999	1e-4	0	0	61.9206	-17.2718	0.7856	0.8888	2.0027	-2.9672	-6.4815	5.8296	-0.3995	-4.2751
HG01498	AMR	AMR	0.0015	9e-4	0.9975	0	0	1.9811	-2.3916	11.0519	-8.4839	4.8506	-5.125	-6.0733	2.5762	-3.9977	-6.8218
HG02643	AFR	AFR	0	0.9998	2e-4	0	0	61.101	-15.504	-0.4933	2.322	0.4883	-0.2052	-2.6034	5.6553	-0.5668	-0.7112
HG02402	EAS	EAS	1	0	0	0	0	-7.7466	-44.7307	2.3908	8.2247	5.4901	-3.5938	-5.5236	2.5402	-2.5492	-0.1448
HG01776	EUR	EUR	0	0	0.0304	0	0.9696	0.4497	10.4669	5.18	8.644	1.0199	-3.9742	0.0984	4.3955	-2.39	-1.7334
HG02271	AMR	AMR	0	2e-4	0.9998	0	0	-7.1262	-25.1178	23.8342	-39.3793	4.3817	-0.8241	-4.0497	7.4541	1.4026	-3.1522
NA18616	EAS	EAS	1	0	0	0	0	-8.5291	-43.7348	1.1391	7.052	7.1711	-2.6333	-6.3335	7.7482	-0.9654	-3.0019
HG01072	AMR	AMR	0	0.0021	0.9979	0	0	4.9586	4.908	6.3038	-0.4239	-1.8227	-7.5853	-5.7479	6.5605	0.1075	0.3628
NA19324	AFR	AFR	0	0.9993	7e-4	0	0	58.8686	-16.2812	-0.1144	1.7892	2.9238	-3.9702	-5.6148	1.3651	-2.5981	-1.3247
HG02253	AMR	AMR	0	5e-4	0.9995	0	0	-3.3977	-6.3109	14.8261	-18.4172	1.0418	-6.0015	-3.21	4.8391	-1.2515	-1.0788
HG03741	SAS	SAS	0	0	0	1	0	-1.3597	-8.0681	-20.2038	-6.5607	4.1262	-2.5432	-1.366	2.74	0.6653	-3.209
HG03941	SAS	SAS	0	0	0	1	0	0.721	-11.9217	-20.4623	-8.1029	1.1631	-3.7503	-4.8984	5.9024	-1.2211	0.5234
HG00245	EUR	EUR	0	0	0.0018	0	0.9982	1.0216	12.3564	5.0781	10.8917	4.004	-1.9545	-1.9941	9.304	-1.0304	-4.0059
NA20900	SAS	SAS	0	0	0	1	0	0.4212	-2.8142	-13.7624	-1.4966	-1.9655	-1.4027	-7.044	0.9944	-0.3789	1.7799
HG00628	EAS	EAS	1	0	0	0	0	-6.5312	-44.8793	2.8433	7.852	-1.4365	-4.2437	-6.3501	5.9019	-4.9997	-2.738
sample1	EUR	NA	0	2e-4	0.4168	1e-4	0.5829	8.3057	6.0244	0.3532	5.9049	2.6164	-7.9213	-3.925	3.6652	-3.502	-2.692
sample2	EUR	NA	0	0	0.0281	0	0.9719	0.8226	12.0799	2.5538	7.2668	1.9928	-1.929	-3.2979	5.0532	1.1021	-2.5052
sample3	EUR	NA	0	0	0.0151	0	0.9849	1.3434	12.9394	4.6598	9.1044	0.6375	-0.9795	-5.0241	5.2379	-1.5474	-1.7626
sample4	EAS	NA	1	0	0	0	0	-8.966	-44.0146	2.5885	6.4907	1.8742	-3.0715	-3.793	4.4737	-0.9768	-0.305
sample5	EUR	NA	0	0	0.0206	0	0.9794	-0.9897	12.5643	6.6129	9.2813	3.2757	-1.4036	-3.1082	4.8533	-1.4664	0.208
sample6	EUR	NA	0	0	0.0153	0	0.9847	-0.7569	11.7176	3.754	9.6831	2.7622	-0.7198	-4.0021	4.0011	0.7	-2.3766
sample7	EUR	NA	0	0	0.0272	0	0.9728	0.6254	10.5826	4.6863	8.4488	0.8375	-0.3413	-4.4292	3.1367	-1.6785	-2.439
sample8	EUR	NA	0	0	0.026	0	0.974	-0.608	12.2476	6.3469	8.0905	2.3415	-1.7805	-3.3164	4.9968	-1.6944	-2.4838
sample9	EUR	NA	0	0	0.0281	0	0.9719	0.7419	12.2946	6.6708	8.8216	2.6959	-2.9739	-4.0743	5.9902	-1.2974	-1.285
sample10	EUR	NA	0	0	0.0919	0	0.9081	3.8648	6.775	0.6301	7.3926	-0.151	-5.9111	-5.6257	2.1476	-1.671	-0.5697
sample11	EUR	NA	0	0	0.0401	0	0.9599	0.0769	11.8744	5.5609	6.6216	3.2255	-1.6532	-3.6531	4.9063	-2.6073	-2.5543
sample12	EUR	NA	0	0	0.0402	0	0.9598	-1.0836	9.1401	2.479	7.9947	2.5626	-1.0135	-4.6106	4.9486	0.6672	-2.2417
sample13	EUR	NA	0	0	0.0439	0	0.9561	1.813	11.4919	6.1728	7.4669	0.3127	-2.5404	-3.3671	5.0372	-0.2847	-1.8181
sample14	EUR	NA	0	0	0.037	0	0.963	-1.7934	10.4304	4.8486	7.8169	2.1368	-1.8259	-4.9004	5.2972	-0.3671	-0.9955
sample15	EUR	NA	0	0	0.0542	0	0.9458	2.8458	10.4923	2.2748	7.3657	2.0372	-5.1941	-3.3494	4.9229	-0.405	0.5168
sample16	AMR	NA	0	0.0675	0.9325	0	0	15.5248	-6.0837	6.8634	-6.3228	2.8643	-4.1002	-4.6429	4.839	-0.0874	-1.1845
sample17	EUR	NA	0	0	0.067	0	0.933	2.2675	8.6254	1.2315	7.2513	0.9711	-8.058	-3.6075	2.4951	-1.4297	-1.2702
sample18	EUR	NA	0	0	0.0099	0	0.9901	1.0934	12.8984	4.3003	10.6252	1.4791	0.0705	-3.758	4.4137	-1.5872	-0.6743
sample19	AMR	NA	0	0.0056	0.9944	0	0	-2.5258	-11.7652	14.9244	-15.8755	1.5918	-3.0411	-4.833	4.8296	-2.277	1.1908
sample20	EUR	NA	0	0	0.0203	0	0.9797	-1.0577	12.6918	6.2791	8.765	1.3157	-1.6288	-2.4763	5.8444	-0.4266	-2.1413
sample21	EUR	NA	0	0	0.019	0	0.981	0.0782	13.5361	4.0354	7.5252	1.2932	-3.238	-5.0336	5.3399	-0.4241	-1.7226
sample22	EUR	NA	0	0	0.0309	0	0.9691	-2.2593	9.5811	5.2574	8.7647	1.4792	-0.0345	-4.95	4.9003	-1.2318	-2.0362
sample23	EAS	NA	1	0	0	0	0	-5.2435	-39.5235	-1.5194	4.3573	4.7923	-4.4611	-4.1499	6.1587	-0.851	-2.8098
sample24	EUR	NA	0	0	0.0101	0	0.9899	1.029	13.6235	5.3419	10.1091	2.799	-1.3833	-3.8386	3.3033	-1.136	-2.4717
sample25	AMR	NA	0	0.0049	0.9951	0	0	2.924	-7.437	13.1922	-14.806	0.6288	-3.3446	-4.0399	5.1696	-1.1549	-1.8614
sample26	EUR	NA	0	0	0.0456	0	0.9543	1.6658	11.4384	4.2509	6.6866	1.3335	-0.4181	-2.3745	4.5626	-0.0039	-1.1912
sample27	EUR	NA	0	0	0.0127	0	0.9873	-0.25	13.9053	3.9637	8.5623	2.2453	-2.5755	-4.9283	5.5366	-2.0363	-2.1318
sample28	AFR	NA	0	0.9997	3e-4	0	0	52.3928	-12.4197	0.2823	3.1739	0.4322	-2.0469	-3.8118	4.0787	-1.5773	-0.8119
sample29	EUR	NA	0	0	0.403	5e-4	0.5965	-0.787	6.167	7.326	1.7129	0.8812	-1.1855	-4.7147	5.851	-0.2597	-3.897
sample30	EUR	NA	0	0	0.0229	0	0.9771	3.361	13.0987	6.006	8.3615	1.5163	-1.6558	-4.0178	4.6023	-0.7527	-2.7409
sample31	EUR	NA	0	0	0.0192	0	0.9808	0.3439	12.6128	6.9362	8.3563	1.5622	0.4095	-4.4022	5.532	-1.7371	-3.3182
sample32	EUR	NA	0	0	0.0277	0	0.9723	1.0537	12.3954	6.1746	7.9261	0.6572	-2.6682	-3.6368	4.8529	-1.5482	-2.9924
sample33	AMR	NA	0	0.0029	0.9971	0	0	1.9752	-5.8449	11.5294	-13.3988	3.3682	-1.9764	-2.1551	4.0992	0.0664	-1.8364
sample34	EUR	NA	0	0	0.0439	0	0.9561	-1.0175	10.5023	6.2811	7.5058	1.632	-0.3803	-4.022	6.0101	1.1071	-2.9507
sample35	EUR	NA	0	0	0.0307	0	0.9693	-0.791	10.8097	3.5559	7.7725	4.5264	-1.3112	-5.6877	4.2454	1.2172	-2.3153
sample36	EUR	NA	0	0	0.0245	0	0.9755	-0.5123	12.1415	4.9166	8.6388	2.0229	-4.718	-3.0357	5.7686	-0.4715	-2.3873
sample37	EUR	NA	0	0	0.0225	0	0.9775	-0.9058	13.1715	4.3633	7.5604	1.3796	-0.8062	-2.8462	5.7122	-1.7902	1.2467
sample38	EUR	NA	0	0	0.0209	0	0.9791	0.9549	13.447	6.3789	8.6558	1.615	-3.9342	-1.5675	4.5086	-1.0429	-1.5925
sample39	EUR	NA	0	0	0.0187	0	0.9813	4.1458	12.2804	2.5266	9.4105	3.2403	-6.5479	-4.7237	3.0936	-2.0821	-2.1913
sample40	AMR	NA	0	0.001	0.999	0	0	-8.1322	-24.8491	19.2966	-34.9709	1.7714	-1.5935	-4.6112	3.148	0.8889	-1.7885
sample41	EUR	NA	0	0	0.0334	0	0.9666	-0.882	10.4522	5.8227	9.0091	1.8941	-2.3048	-4.6652	5.4155	0.1586	-1.4278
sample42	EUR	NA	0	0	0.0181	0	0.9819	-0.4761	12.8708	6.0265	8.8057	0.7199	-1.5971	-2.328	4.7912	-2.1562	-1.6025
sample43	EUR	NA	0	0	0.03	0	0.97	0.456	11.0321	-0.353	6.73	2.0938	-3.5563	-3.9793	3.4815	-2.6065	-1.7854
sample44	EUR	NA	0	0	0.0217	0	0.9783	-0.4932	13.3803	4.7633	6.8906	1.0976	-0.7658	-4.1504	4.3773	-3.7171	-0.8512
sample45	EUR	NA	0	0	0.0128	0	0.9872	0.1873	13.3311	3.8418	8.9558	2.777	-2.9015	-5.8821	4.1064	0.8002	-2.7461
sample46	EUR	NA	0	0	0.0921	0	0.9079	5.855	7.5709	0.2848	7.6186	0.3657	-6.4162	-3.552	4.1291	-0.7232	-2.6604
sample47	AMR	NA	0	2e-4	0.987	0.0018	0.011	-0.678	2.6806	6.7825	-1.3795	1.2075	-3.7482	-3.7366	4.2214	-1.2058	-1.9356
sample48	AMR	NA	1e-4	1e-4	0.6245	0.0024	0.3729	0.5206	3.4285	8.6685	1.8424	0.3894	-2.9023	-4.9396	3.6675	-2.3461	-2.6359
sample49	EUR	NA	0	0	0.0416	0	0.9584	-0.482	11.0582	6.1914	7.5823	1.5501	-0.1925	-3.2544	4.7434	1.1518	-0.8585
sample50	EUR	NA	0	0	0.0707	0	0.9293	3.802	8.3538	2.65	8.0158	1.0488	-4.6319	-4.5984	2.4411	-2.6935	1.4932
sample51	EUR	NA	0	0	0.0169	0	0.9831	-0.5426	13.0191	3.9124	8.1695	2.0655	-1.7486	-4.0975	3.3638	-0.8318	-0.2784
sample52	EUR	NA	0	0	0.0285	0	0.9715	-1.1329	11.0262	4.3766	8.4943	1.3104	-3.1565	-2.8663	5.5841	-1.1979	-2.5541
sample53	EUR	NA	0	0	0.0599	0	0.9401	5.8663	9.2177	0.7275	8.0911	-0.8219	-9.7981	-3.4068	4.3217	-2.7591	-1.3469
sample54	AFR	NA	0	0.9999	1e-4	0	0	55.5391	-14.1164	-0.2416	1.7809	2.3459	-2.3055	-3.6331	4.1962	-1.1631	-1.322
sample55	EUR	NA	0	0	0.031	0	0.969	-1.0549	12.2263	6.7259	6.2714	1.0249	0.8099	-3.0058	3.5151	-2.2125	-2.8422
sample56	AMR	NA	2e-4	2e-4	0.6039	0.0028	0.3929	1.8838	4.0895	6.6013	1.9611	0.0516	-2.9438	-3.222	5.3428	1.9536	-3.3251
sample57	EUR	NA	0	0	0.0099	0	0.9901	1.01	14.7058	4.9381	9.4876	2.7637	-3.3383	-2.0569	3.5496	-1.2518	-2.2572
sample58	EUR	NA	0	0	0.0693	0	0.9307	4.7468	8.6035	0.3794	7.554	-0.4519	-5.3145	-3.9687	5.5724	-0.8698	-0.8737
sample59	EUR	NA	0	0	0.0159	0	0.9841	0.5706	12.2316	4.227	9.3841	1.9576	-1.3954	-3.9407	4.2093	-0.2518	-2.8186
sample60	EUR	NA	0	0	0.016	0	0.984	-1.8704	12.5716	6.1889	8.8504	0.5263	0.035	-4.5166	4.3908	-0.5964	-1.3563
sample61	EUR	NA	0	0	0.0361	0	0.9639	-1.1297	9.9528	3.5047	7.8368	0.8692	-1.4648	-3.6541	4.5224	-1.8639	-2.227
sample62	EUR	NA	0	0	0.0265	0	0.9735	-0.1177	11.3811	4.5552	8.8794	3.9336	-1.8372	-4.4513	4.6758	0.6751	-1.3856
sample63	EUR	NA	0	0	0.0245	0	0.9755	-0.1926	13.0722	6.3233	8.3282	2.8402	-3.7187	-4.4796	4.9948	-1.7157	0.7415
sample64	AMR	NA	0	0.002	0.998	0	0	-2.9381	-19.6581	17.8427	-26.3844	2.8212	-0.8201	-3.6125	4.3411	-1.681	-0.486
sample65	EUR	NA	0	0	0.0269	0	0.9731	0.8398	11.4564	6.9423	9.5469	0.3948	-2.9906	-1.9413	4.7057	-0.2686	-2.0756
sample66	EUR	NA	0	0	0.0512	0	0.9488	-1.0936	9.1259	4.4401	7.5791	1.7027	-1.7347	-5.8911	5.7527	0.4814	-3.2012
sample67	EUR	NA	0	0	0.024	0	0.976	-0.1379	13.1507	5.6802	7.6619	3.3606	-2.4425	-2.6059	2.8294	-1.3912	-0.9763
sample68	AMR	NA	0	2e-4	0.7187	9e-4	0.2801	6.7885	5.1697	9.2468	3.0539	2.0359	-6.2807	-3.1609	2.5737	-2.0242	-1.1998
sample69	AFR	NA	0	0.9596	0.0404	0	0	34.0646	-5.1027	1.7761	5.1523	3.591	-2.3598	-5.2836	2.8778	-2.779	-3.0832
sample70	EUR	NA	0	0	0.0133	0	0.9867	1.427	14.1085	4.864	8.8994	1.0848	-1.4966	-2.6904	4.9131	-0.3455	-1.7625
sample71	EUR	NA	0	0	0.021	0	0.979	0.6295	12.4601	5.4254	8.8638	1.2327	-2.5662	-2.9039	5.0288	-1.7822	-2.0862
